,Unnamed: 0.1,Unnamed: 0,date,hosts,id,length,start,end,title,summary,keywords,date_time_start,date_time_end,content_id,fragment
47,47,47,2020-01-07,"['Napel, Carrie ten', 'Groenhuijsen, Charles']",OP1__________-WON02133262_05_segment,00:10:34,23:02:58,23:13:32,Cees Grimbergen about pension agreement: 'It is not about issues that it should be about',"This Saturday it will become clear whether the Pension Agreement - which has been negotiated for so very long - will continue. The constituency of the FNV trade union must then agree. But a bizarre gambling game is being played with the pension money of millions of Dutch people, argues Cees Grimbergen, who spent years delving into the pension world for Omroep MAX.","['clear', 'negotiated', 'pension world']",2020-01-07 23:02:58,2020-01-07 23:13:32,WON02133262,5
48,48,48,2020-01-07,"['Napel, Carrie ten', 'Groenhuijsen, Charles']",OP1__________-WON02133262_06_segment,00:08:27,23:13:31,23:21:58,"Saskia Noort about her new book 'Bonuskind', a story about messy divorces",Saskia Noort is one of the best-read writers in our country. She has already sold more than three million books and several of her stories have also been made into films. Her new book 'Bonuskind' will be released tomorrow.,"['morning', 'bonus cheek', 'writers']",2020-01-07 23:13:31,2020-01-07 23:21:58,WON02133262,6
49,49,49,2021-01-07,"['Kelder, Jort', 'Sijtsma, Welmoed']",OP1__________-WON02237291_01_segment,00:15:33,22:31:04,22:46:38,Fernando Halman and Gijs Rademaker about Keti Koti as a national holiday,"Mayor Halsema has apologized on behalf of Amsterdam for the slavery past of the municipality - to the delight of presenter Fernando Halman, who has started a petition to make Keti Koti a national holiday. However, the majority of the Dutch are not waiting for that, says Eenvandaag opinion poller Gijs rademaker.","['Opiniepeiler', 'bank holiday', 'amsterdam']",2021-01-07 22:31:04,2021-01-07 22:46:38,WON02237291,1
50,50,50,2021-01-07,"['Kelder, Jort', 'Sijtsma, Welmoed']",OP1__________-WON02237291_02_segment,00:15:42,22:46:39,23:02:22,"VVD MP Ingrid Michon, war reporter Hans Jaap Melissen and Yazidi Dalal Ghanim about retrieving Dutch IS women","Bringing back Dutch IS women remains a dilemma for the House of Representatives. Emotions ran high again on Thursday during the debate. On Thursday at Op1, VVD MP Ingrid Michon, Yazidi Dalal Ghanim and war reporter Hans Jaap Melissen will discuss what to do with these terrorist women.","['again', 'emotions', 'war reporter']",2021-01-07 22:46:39,2021-01-07 23:02:22,WON02237291,2
51,51,51,2021-01-07,"['Kelder, Jort', 'Sijtsma, Welmoed']",OP1__________-WON02237291_03_segment,00:11:23,23:02:52,23:14:15,Ben van der Burg and Anna Gimbrère about one of the richest people in the world: Elon Musk,"Elon Musk is one of the richest people on earth and has drastically changed the world. Among other things, he founded space company SpaceX, is the boss of the electric car brand Tesla and is very influential for the price of cryptos. This week, the striking Musk celebrated his fiftieth birthday. Thursday at Op1, tech expert Ben van der Burg and science journalist Anna Gimbrère take a closer look at the Elon Musk phenomenon and discuss what we can expect from him in the future.","['a', 'changed', 'science journalist']",2021-01-07 23:02:52,2021-01-07 23:14:15,WON02237291,3
52,52,52,2021-01-07,"['Kelder, Jort', 'Sijtsma, Welmoed']",OP1__________-WON02237291_04_segment,00:09:20,23:14:15,23:23:34,Actors Sens and Imme Gerritsen & Jos and Koen van der Donk about the Kameleon films,"The famous Frisian twins Hielke and Sietse are back! The new Kameleon movie, 'Chameleon on the chain' is now in theaters. This time the brothers are played by two new actors: Sens and Imme Gerritsen. On Thursday they join Op1 to tell all about their adventure. The brothers who played the twins in 2005 and 2007 are also guests. How do they look back on the success of the films?","['two thousand and five', 'actors', 'chameleon']",2021-01-07 23:14:15,2021-01-07 23:23:34,WON02237291,4
53,53,53,2022-01-07,"['Sijtsma, Welmoed', 'Kelder, Jort']",OP1__________-WON02327192_01_segment,00:09:05,23:01:53,23:10:58,"Op1 - The opening of July 1, 2022","We discuss the news of the day with, among others, Paul Haarhuis, Henny Huisman and Dennis Wiersma.","['her house', 'paul', 'news']",2022-01-07 23:01:53,2022-01-07 23:10:58,WON02327192,1
54,54,54,2022-01-07,"['Sijtsma, Welmoed', 'Kelder, Jort']",OP1__________-WON02327192_02_segment,00:05:49,23:10:56,23:16:46,Paul Haarhuis and Kristie Boogert about the Dutch success at Wimbledon,"Tim van Rijthoven is the sensation of Wimbledon. On the London grass today, the tennis player defeated Georgian Nikoloz Basilashvili in three sets to become the first Dutch man since 2004 to reach the fourth round. The Dutch success does not stop there: tomorrow Botic van de Zandschulp has an equal chance to match this achievement.","['two thousand and four', 'basilasjvili', 'tennis player']",2022-01-07 23:10:56,2022-01-07 23:16:46,WON02327192,2
55,55,55,2022-01-07,"['Sijtsma, Welmoed', 'Kelder, Jort']",OP1__________-WON02327192_03_segment,00:17:55,23:16:45,23:34:40,Janny Knol and John van der Ent about the farmers' protests,"Farmers who broke through a police blockade at the house of Minister Van der Wal on Tuesday must report. If they do not, the police will distribute images of the suspects next week. Police chief of the East Netherlands Janny Knol joins Op1 together with SPAR director John van der Ent, who believes that we should be more creative in solving the nitrogen problem.","['week', 'nitrogen problem', 'police chief']",2022-01-07 23:16:45,2022-01-07 23:34:40,WON02327192,3
56,56,56,2022-01-07,"['Sijtsma, Welmoed', 'Kelder, Jort']",OP1__________-WON02327192_04_segment,00:12:58,23:35:17,23:48:15,Dennis Wiersma and Robbert Dijkgraaf want to tackle the teacher shortage,"There is still a major teacher shortage in the Netherlands. That is why unorthodox measures are now needed, according to education ministers Dennis Wiersma (Minister for Primary and Secondary Education) and Robbert Dijkgraaf (Minister of Education, Culture and Science).","['therefore', 'measures', 'education ministers']",2022-01-07 23:35:17,2022-01-07 23:48:15,WON02327192,4
57,57,57,2022-01-07,"['Sijtsma, Welmoed', 'Kelder, Jort']",OP1__________-WON02327192_05_segment,00:09:47,23:48:18,23:58:05,Henny Huisman and Rein Sluik about Henny's new performance,"For many years he was the TV personality of our country and now he is entering the theaters for the first time at the age of 71. In his performance 'The back of my tongue', Henny Huisman opens up about what he has experienced in the entertainment industry.","['personality', 'You are 71', 'entertainment industry']",2022-01-07 23:48:18,2022-01-07 23:58:05,WON02327192,5
58,58,58,2022-01-08,"['Brink, Tijs van den', 'Fikse, Margje']",OP1__________-WON02334747_01_segment,00:07:57,22:19:30,22:27:27,Bart Kemp about his conversation with nitrogen mediator Johan Remkes,Agriculture foreman Bart Kemp spoke by telephone today with nitrogen mediator Johan Remkes. Is there sufficient perspective for the parties to sit around the table? Bart Kemp joins Op1.,"['nitrogen mediator', 'Enough', 'johan']",2022-01-08 22:19:30,2022-01-08 22:27:27,WON02334747,1
59,59,59,2022-01-08,"['Brink, Tijs van den', 'Fikse, Margje']",OP1__________-WON02334747_02_segment,00:11:45,22:29:53,22:41:38,Annemiek van Vleuten talks about winning the Tour de France,"Annemiek van Vleuten has won the Tour de France Femmes in the greatest way. In the last two mountain stages, no one could follow Van Vleuten and she finished well ahead of the competition. The brand new tour winner tells Op1 what the victory means to her.","['head Start', 'nobody', 'tour winner']",2022-01-08 22:29:53,2022-01-08 22:41:38,WON02334747,2
60,60,60,2022-01-08,"['Brink, Tijs van den', 'Fikse, Margje']",OP1__________-WON02334747_03_segment,00:05:56,22:41:39,22:47:35,Fresia Cousiño Arias about the success of Sarina Wiegman,Sarina Wiegman led the English football players to their first ever European title. An achievement that has made her an absolute legend in England. We discuss the success of the Dutch coach with ESPN reporter Fresia Cousiño Arias.,"['absolute', 'news reporter', 'picture']",2022-01-08 22:41:39,2022-01-08 22:47:35,WON02334747,3
61,61,61,2022-01-08,"['Brink, Tijs van den', 'Fikse, Margje']",OP1__________-WON02334747_04_segment,00:11:28,22:48:05,22:59:33,Antoine Bodar looks back on 30 years of priesthood,Antoine Bodar is the most famous Dutch priest. We look back with him on thirty years of TV priesthood and on a period in which he always stood firm for the Catholic Church.,"['back', 'period of time', 'priesthood']",2022-01-08 22:48:05,2022-01-08 22:59:33,WON02334747,4
62,62,62,2022-01-08,"['Brink, Tijs van den', 'Fikse, Margje']",OP1__________-WON02334747_05_segment,00:15:28,22:59:33,23:14:47,"Koen Petersen, Daphne Lodder and Thomas van Groningen about Mark Rutte","When Mark Rutte wakes up tomorrow, he will be the longest-serving prime minister the Netherlands has ever had. With 4310 days he succeeds the current record holder Ruud Lubbers. Bosom friend and political scientist Koen Petersen explains how Rutte has become so skillful in the political game. JOVD chairman Daphne Lodder thinks that the prime minister has had his day. And according to political reporter Thomas van Groningen, Rutte has postponed many explosive themes.","['record holder', 'political', 'morning']",2022-01-08 22:59:33,2022-01-08 23:14:47,WON02334747,5
63,63,63,2020-01-09,"['Ostiana, Giovanca', 'Brink, Tijs van den']",OP1__________-WON02150989_01_segment,00:14:19,22:26:10,22:40:29,"Political journalist Marloes Lemsom and Member of Parliament on behalf of FvD Theo Hiddema, among other things about the position of Grapperhaus",Political journalist of EenVandaag Marloes Lemsom and Member of Parliament Theo Hiddema of Forum for Democracy about the press conference of Prime Minister Rutte and Minister De Jonge last night and about the position of Minister Grapperhaus.,"['second', 'grapper house', 'journalist']",2020-01-09 22:26:10,2020-01-09 22:40:29,WON02150989,1
64,64,64,2020-01-09,"['Ostiana, Giovanca', 'Brink, Tijs van den']",OP1__________-WON02150989_02_segment,00:11:16,22:40:27,22:51:44,President of De Nederlandsche Bank Klaas Knot on his HJ Schoo lecture,"Traditionally, the third Tuesday of September is Prinsjesdag. But on the first Tuesday of September, a chosen one may give the HJ Schoo lecture, to give our cabinet some tips for the coming period. In this Corona year, this extra special honor goes to the president of De Nederlandsche Bank: Klaas Knot. He cries out to save the eurozone in troubled times. Last night Knot joined Op1 to talk about the message of his lecture.","['errand', 'traditionally', 'september']",2020-01-09 22:40:27,2020-01-09 22:51:44,WON02150989,2
65,65,65,2020-01-09,"['Ostiana, Giovanca', 'Brink, Tijs van den']",OP1__________-WON02150989_03_segment,00:05:34,22:51:44,22:57:19,Former gymnast Stasja Köhler about the gymnastics association's decision to allow controversial trainers back into the gymnastics hall,Stasja Köhler was abused by her coach in her time as a gymnast. She is responding to the decision of the association to allow controversial trainers to the gymnastics hall again.,"['time', 'decision', 'trainers']",2020-01-09 22:51:44,2020-01-09 22:57:19,WON02150989,3
66,66,66,2020-01-09,"['Ostiana, Giovanca', 'Brink, Tijs van den']",OP1__________-WON02150989_04_segment,00:12:17,22:57:42,23:10:00,Former America correspondent Tom Kleijn & political scientist Raymond Mens about Trump's visit to Kenosha,"President Trump visited the American city of Kenosha yesterday. Eleven days ago, an unarmed black man Jacob Blake was shot in the back by seven police bullets. Old America correspondent Tom Kleijn and political scientist Raymond Mens sat at the table with Giovanca and Thijs last night to talk about this.","['raymond', 'seven', 'political scientist']",2020-01-09 22:57:42,2020-01-09 23:10:00,WON02150989,4
67,67,67,2021-01-09,"['Timmerman, Maaike', 'Kelder, Jort']",OP1__________-WON02251589_01_segment,00:14:55,22:39:44,22:54:39,"Natalie Righton, Derk Boswijk & Hans Jaap Melissen about the situation for those left behind in Afghanistan",Journalist Natalie Righton receives alarming reports from Afghanistan. Those left behind cannot contact the Ministry of Foreign Affairs. CDA MP Derk Boswijk wants clarity as soon as possible. Journalist Hans Jaap Melissen knows better than anyone what it is like to do business with a regime like the Taliban in these situations. Wednesday evening at Op1 they discuss the situation for those left behind.,"['clarity', 'alarming', 'afghanistan']",2021-01-09 22:39:44,2021-01-09 22:54:39,WON02251589,1
68,68,68,2021-01-09,"['Timmerman, Maaike', 'Kelder, Jort']",OP1__________-WON02251589_02_segment,00:09:54,22:55:21,23:05:16,riot police commander Danny Williams on aggressive protesters,"The time of a little shouting with a banner seems to be over. The new protester swears with illnesses and posts photos, videos and address details of police officers online. And not only angry hooligans who do that, but also the ordinary housewife and teacher at school. Where does this aggression come from and how do you stay calm when faced with it? We discuss it with Danny Williams, riot police commander of the police in The Hague.","['address data', 'time', 'police officers']",2021-01-09 22:55:21,2021-01-09 23:05:16,WON02251589,2
